config,wall_w,rapl_package_w,gpu_total_w,cpu_pct,mem_used_pct,n_runs
A,44.491223021582734,3.5030666666666668,12.687942857142858,0.26914285714285713,6.292761904761903,3
B,44.640625,3.5780190476190477,13.604190476190476,0.30438095238095236,10.698666666666666,3
C,31.15726235741445,2.691737975835291,7.310193190714995,0.16067733130197423,10.05436424807973,3
D,30.828939393939393,2.5528724687361137,7.015221756702427,0.15421612814490362,5.399999999999999,3
