timestamp,cpu_pct,iowait_pct,rapl_package_w,rapl_core_w,rapl_dram_w,gpu_power_w,gpu0_power_w,gpu0_temp_c,gpu0_util_pct,gpu0_mem_used_mb,io_read_kbs,io_write_kbs,mem_used_pct,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu8_mhz,cpu9_mhz,cpu10_mhz,cpu11_mhz,cpu12_mhz,cpu13_mhz,cpu14_mhz,cpu15_mhz
2026-02-16T01:35:15.453,0.0,0.0,2.86,0.42,0.00,6.69,6.69,25,0,336,0.0,0.0,10.1,3594,2788,1573,900,1322,901,900,901,1318,901,901,900,1951,900,901,901
2026-02-16T01:35:16.800,0.2,0.0,3.15,0.29,0.00,6.70,6.70,25,0,336,0.0,0.0,10.1,3600,3084,901,900,2649,1027,901,900,900,901,900,900,901,901,901,900
2026-02-16T01:35:18.156,0.1,0.0,3.04,0.34,0.00,7.53,7.53,25,0,336,0.0,44.2,10.1,3600,3349,1001,900,3260,901,901,1674,1482,900,901,900,901,901,901,900
2026-02-16T01:35:19.512,0.1,0.0,3.28,0.32,0.00,6.90,6.90,25,0,336,0.0,11.8,10.1,3600,2328,900,900,901,1445,901,1677,1169,901,900,900,2946,900,901,901
2026-02-16T01:35:20.872,0.2,0.0,2.71,0.34,0.00,6.69,6.69,25,0,336,0.0,2.9,10.1,3605,2764,1555,900,901,901,901,901,1307,901,901,900,3277,901,900,901
2026-02-16T01:35:22.228,0.1,0.0,2.65,0.33,0.00,6.68,6.68,25,0,336,0.0,0.0,10.1,3600,2823,901,900,901,1309,900,1540,1316,900,900,900,3147,901,900,901
2026-02-16T01:35:23.584,0.1,0.0,2.72,0.34,0.00,6.79,6.79,25,0,336,0.0,20.6,10.1,3600,2903,901,900,900,900,901,1657,901,901,901,900,3135,901,901,901
2026-02-16T01:35:24.944,0.2,0.0,2.75,0.32,0.00,7.13,7.13,25,0,336,0.0,14.7,10.1,3540,2752,901,900,900,901,901,901,901,901,901,900,2904,985,950,901
2026-02-16T01:35:26.300,0.1,0.0,2.78,0.32,0.00,6.72,6.72,25,0,336,0.0,26.5,10.1,3596,1716,901,900,901,1339,900,1654,900,901,900,901,3051,901,900,900
2026-02-16T01:35:27.661,0.2,0.0,3.46,0.37,0.00,6.61,6.61,25,0,336,0.0,0.0,10.1,2474,1212,1648,900,900,900,1628,1628,900,3132,901,900,901,901,901,901
2026-02-16T01:35:29.020,0.1,0.0,3.57,0.33,0.00,6.74,6.74,25,0,336,0.0,58.0,10.1,2021,1092,1713,900,901,901,1635,900,2863,1415,900,900,901,899,901,901
2026-02-16T01:35:30.380,0.2,0.0,2.88,0.33,0.00,6.76,6.76,25,0,336,0.0,0.0,10.1,2590,2935,2403,900,900,901,1511,1611,900,901,901,900,901,901,901,901
2026-02-16T01:35:31.740,0.1,0.0,2.81,0.32,0.00,6.91,6.91,25,0,336,0.0,8.9,10.1,1158,1658,1635,900,901,901,901,901,900,3059,900,900,901,900,901,901
