timestamp,cpu_pct,iowait_pct,rapl_package_w,rapl_core_w,rapl_dram_w,gpu_power_w,gpu_temp_c,gpu_util_pct,io_read_kbs,io_write_kbs,mem_used_pct,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu8_mhz,cpu9_mhz,cpu10_mhz,cpu11_mhz,cpu12_mhz,cpu13_mhz,cpu14_mhz,cpu15_mhz
2026-02-10T12:27:39.953,1.9,0.0,4.95,1.47,0.00,11.32,27,5,0.0,0.0,11.9,3865,2238,980,900,896,900,1587,900,885,900,900,900,894,900,900,900
2026-02-10T12:27:41.313,5.3,0.0,6.18,2.50,0.00,11.92,27,17,0.0,0.0,12.1,4353,2095,1277,1476,1306,1263,2575,975,1407,904,1005,895,1110,899,1226,1522
2026-02-10T12:27:42.633,7.8,0.0,5.43,1.49,0.00,11.96,27,21,0.0,0.0,12.2,3479,1142,911,916,940,2705,902,1131,910,1098,1252,2383,1207,924,1183,931
2026-02-10T12:27:44.029,6.6,0.0,5.41,1.46,0.00,11.78,27,27,0.0,0.0,11.9,2556,1556,4065,1372,900,897,899,898,900,2764,1143,901,900,1089,1184,1147
2026-02-10T12:27:45.313,3.8,0.1,4.76,1.00,0.00,11.45,27,5,0.0,153.2,11.9,4672,3924,1381,900,900,896,1064,900,900,900,900,897,896,1203,900,897
2026-02-10T12:27:46.657,2.5,0.0,4.65,1.04,0.00,11.47,27,5,0.0,0.0,11.9,4542,1697,900,900,900,3893,898,900,900,898,899,901,900,900,4790,4896
2026-02-10T12:27:48.029,3.0,0.0,8.27,2.54,0.00,11.38,27,9,0.0,0.0,11.9,3694,4661,1329,4079,896,1412,900,1365,900,894,1223,901,897,900,900,1178
2026-02-10T12:27:49.297,3.1,0.0,5.56,1.15,0.00,11.57,27,7,0.0,0.0,11.9,2849,1431,4106,1480,1402,900,898,1161,900,893,900,901,900,1268,2745,1026
2026-02-10T12:27:50.581,2.6,0.1,4.64,0.87,0.00,11.50,27,5,0.0,141.3,11.9,4752,2357,897,4308,900,900,898,899,900,900,899,900,895,900,898,900
2026-02-10T12:27:51.941,2.9,0.0,4.43,1.03,0.00,11.53,27,7,0.0,0.0,11.9,4834,1325,880,4243,900,900,900,900,900,900,880,895,900,900,900,900
2026-02-10T12:27:53.305,3.1,0.0,4.66,1.07,0.00,11.59,27,7,0.0,0.0,11.9,4881,4320,1242,900,900,900,898,900,901,900,3975,900,899,900,900,900
2026-02-10T12:27:54.653,2.5,0.1,4.55,1.02,0.00,11.62,27,7,0.0,17.6,11.9,3153,2320,4179,2014,3128,4087,1227,903,1989,900,900,895,900,900,900,900
2026-02-10T12:27:55.937,3.1,0.0,4.71,1.08,0.00,11.41,27,14,0.0,0.0,11.9,3436,4474,1447,892,901,900,910,1882,4618,1634,1050,1116,1409,937,1226,1438
2026-02-10T12:27:57.245,7.4,0.0,7.19,2.93,0.00,11.82,27,24,0.0,6.0,12.2,1798,2934,2945,1380,893,2591,1060,1738,957,1107,937,1123,947,1134,1838,900
2026-02-10T12:27:58.564,7.0,0.0,6.13,2.10,0.00,11.78,27,25,0.0,0.0,12.2,4439,1102,900,892,894,906,897,897,901,900,900,900,898,897,896,2425
2026-02-10T12:27:59.961,5.0,0.1,5.14,1.09,0.00,11.53,27,9,0.0,138.2,12.0,2546,4065,1698,1035,940,901,3722,900,900,900,909,1282,900,900,899,901
2026-02-10T12:28:01.273,3.2,0.0,4.64,1.22,0.00,11.35,27,7,0.0,0.0,12.0,4900,1829,900,900,900,900,3422,900,900,900,900,900,1120,900,900,899
2026-02-10T12:28:02.617,3.1,0.0,4.46,1.04,0.00,11.19,27,5,0.0,0.0,12.0,3185,1023,1584,899,900,900,900,895,900,888,900,1176,901,3615,900,900
2026-02-10T12:28:03.985,3.6,0.0,4.66,1.10,0.00,11.38,27,11,0.0,0.0,12.0,4820,1431,900,900,889,900,890,901,902,3400,900,900,900,901,900,901
2026-02-10T12:28:05.345,3.3,0.1,4.89,0.98,0.00,11.09,27,7,0.0,135.2,12.0,3244,1045,901,900,900,900,900,900,900,900,901,898,901,900,893,3985
2026-02-10T12:28:06.713,3.2,0.0,4.61,1.05,0.00,11.29,27,7,0.0,0.0,12.0,3979,2815,1600,901,900,1527,900,900,901,900,900,900,1090,900,900,900
2026-02-10T12:28:08.037,4.0,0.0,5.29,1.41,0.00,11.54,27,4,0.0,74.7,12.0,4463,2093,900,899,900,900,897,900,901,900,3884,900,1018,900,898,900
2026-02-10T12:28:09.397,2.9,0.0,4.51,1.04,0.00,11.27,27,7,0.0,0.0,12.0,1621,3081,1216,876,894,1198,900,898,901,1114,1042,899,900,896,2336,901
2026-02-10T12:28:10.733,3.0,0.0,4.68,1.05,0.00,11.32,27,10,0.0,3.1,12.0,2964,2010,900,900,900,896,898,900,1459,900,900,900,900,896,4112,892
